,group_id,group_name,member_id
120,18882523.0,Nashville Electronic Music & Synthesizer Meetup,198899767.0
121,18955830.0,Eat Love Nash,198899767.0
122,19108156.0,Nashville Startup Founder 101,198899767.0
123,19256403.0,Nashville Startup: Idea to IPO,198899767.0
124,535553.0,Nash.rb,11832553.0
125,1433893.0,NashvilleTech,11832553.0
126,6707902.0,Data Science Nashville,11832553.0
127,7836842.0,Nashville UX,11832553.0
128,10016242.0,NashJS,11832553.0
129,11625832.0,PyNash,11832553.0
130,14546632.0,Nashville Machine Learning Meetup,11832553.0
131,16447162.0,Nash |> Elixir,11832553.0
132,16487812.0,Code for Nashville,11832553.0
133,17467312.0,NashMicro - The Nashville Microcontroller Makers Group,11832553.0
134,18361585.0,Make Nashville Meetup,11832553.0
135,18616278.0,Franklin Developer Lunch & Learn,11832553.0
136,20135961.0,20s/30s Nashville Online Dating Rebellion!,11832553.0
137,20183834.0,DenverFP,11832553.0
138,21837219.0,All Things Angular,11832553.0
139,22222974.0,#Resist: Nashville,11832553.0
140,24277119.0,Coed Social (late 20's & 30's),11832553.0
141,11625832.0,PyNash,225912929.0
142,127119.0,PyAtl: Atlanta Python Programmers,15378171.0
143,288361.0,ChicagoRuby,15378171.0
144,546809.0,Chattanooga PHP Developers,15378171.0
145,1556336.0,Meetup API Testing Sandbox,15378171.0
146,1643403.0,Chattanooga Apple Developers Group,15378171.0
147,3779552.0,Atlanta Big Data User Group,15378171.0
148,3880172.0,The Disqus Meetup Group,15378171.0
149,4093012.0,San Francisco Agile Marketing,15378171.0
150,5078562.0,Atlanta Startup Village,15378171.0
151,5583752.0,OpenHack Chicago,15378171.0
152,10016242.0,NashJS,15378171.0
153,10078032.0,Chattanooga Python User Group,15378171.0
154,11185172.0,Chadev aka Chattanooga Developer Lunch,15378171.0
155,11625832.0,PyNash,15378171.0
156,13784282.0,Chattanooga Entrepreneur Mornings: 1 Million Cups,15378171.0
157,16513872.0,Carbon Five Chattanooga Hack Nights,15378171.0
158,18359146.0,Data Science Chattanooga,15378171.0
159,18397691.0,ChaDevOps,15378171.0
160,18626596.0,CHA Art/Dev,15378171.0
161,19886779.0,Papers We Love Chattanooga,15378171.0
162,19913409.0,Startup Grind Chattanooga,15378171.0
163,20125144.0,Chattanooga Coffee Crawl,15378171.0
164,24816187.0,Compute,15378171.0
165,7887332.0,Nashville IT Security Meetup,187613627.0
166,11625832.0,PyNash,187613627.0
167,16487812.0,Code for Nashville,187613627.0
168,18494105.0,The Iron Yard - Nashville,187613627.0
169,20135762.0,Nashville Kubernetes Meetup,187613627.0
170,10178242.0,Nashville Mobile Developers,137240422.0
171,11625832.0,PyNash,137240422.0
172,16447162.0,Nash |> Elixir,137240422.0
173,11625832.0,PyNash,225859679.0
174,22817838.0,freeCodeCamp Nashville,225859679.0
175,7130232.0,Nashville Software Beginners,232611661.0
176,11625832.0,PyNash,232611661.0
177,16477792.0,Nashville .NET User Group,232611661.0
178,18529135.0,Franklin AM - Networking,232611661.0
179,18616278.0,Franklin Developer Lunch & Learn,232611661.0
180,19997487.0,Developer Launchpad Nashville,232611661.0
181,21148651.0,Nash SQL,232611661.0
182,339011.0,Nashville Hiking Meetup,34817302.0
183,405938.0,MTRAS ~ MidTn Robotic Arts Society,34817302.0
184,1671273.0,Skeleton Cru,34817302.0
185,1763190.0,Nashville Tennis Meetup,34817302.0
186,10178242.0,Nashville Mobile Developers,34817302.0
187,11184352.0,Nashville Bitcoin Meetup,34817302.0
188,11625832.0,PyNash,34817302.0
189,15297782.0,Nashville Product Meetup,34817302.0
190,17467312.0,NashMicro - The Nashville Microcontroller Makers Group,34817302.0
191,17872862.0,Nashville Amazon Web Services User Group,34817302.0
192,18361585.0,Make Nashville Meetup,34817302.0
193,19292162.0,Nashville CocoaHeads,34817302.0
194,119837.0,Orange County Philosophy Discussion Group,216743295.0
195,211512.0,Nashville Atheists,216743295.0
196,300848.0,GOT-OC! (Get Out There Orange County),216743295.0
197,1492788.0,--SoCal Young Adventure Seekers,216743295.0
198,1617152.0,OC Good Life,216743295.0
199,6859622.0,Project Happiness: Nashville Shyness & Social Anxiety Group,216743295.0
200,11625832.0,PyNash,216743295.0
201,15552112.0,Intellectual Society of Greater Nashville,216743295.0
202,16487812.0,Code for Nashville,216743295.0
203,18494105.0,The Iron Yard - Nashville,216743295.0
204,18506072.0,20s in Nashville,216743295.0
205,18747510.0,Code and Coffee OC,216743295.0
206,19459402.0,East Nashville Social (For Millenials),216743295.0
207,19713173.0,Transplant Nashville,216743295.0
208,22817838.0,freeCodeCamp Nashville,216743295.0
209,23018207.0,Nashville Philosophy Meetup,216743295.0
210,11625832.0,PyNash,193050180.0
211,11862932.0,Nashville Linux Users Group,193050180.0
212,16487812.0,Code for Nashville,193050180.0
213,17872862.0,Nashville Amazon Web Services User Group,193050180.0
214,18494105.0,The Iron Yard - Nashville,193050180.0
215,19997487.0,Developer Launchpad Nashville,193050180.0
216,23353167.0,Nashville Docker Meetup,193050180.0
217,10016242.0,NashJS,196320644.0
218,11625832.0,PyNash,196320644.0
219,1360698.0,Nashville PHP User Group,231157684.0
220,7836842.0,Nashville UX,231157684.0
221,10016242.0,NashJS,231157684.0
222,11625832.0,PyNash,231157684.0
223,16487812.0,Code for Nashville,231157684.0
224,21837219.0,All Things Angular,231157684.0
225,1102353.0,Nashville Backpacker Meetup,222934157.0
226,1240194.0,Nashville Rock Climbing MeetUP,222934157.0
227,6707902.0,Data Science Nashville,222934157.0
228,11625832.0,PyNash,222934157.0
229,13560402.0,Nashville Modern Excel & Power BI User Group,222934157.0
230,14546632.0,Nashville Machine Learning Meetup,222934157.0
231,18314164.0,NashBI,222934157.0
232,18506072.0,20s in Nashville,222934157.0
233,19249559.0,Climb Nashville Meetup,222934157.0
234,20488570.0,Splunk> Nashville,222934157.0
235,22197221.0,Team Green Adventures,222934157.0
236,23456513.0,California Relocation Club,222934157.0
237,26159186.0,Los Angeles to Nasville transplants,222934157.0
238,405938.0,MTRAS ~ MidTn Robotic Arts Society,135819732.0
239,6707902.0,Data Science Nashville,135819732.0
240,10016242.0,NashJS,135819732.0
241,10178242.0,Nashville Mobile Developers,135819732.0
242,11625832.0,PyNash,135819732.0
243,17467312.0,NashMicro - The Nashville Microcontroller Makers Group,135819732.0
244,18483128.0,Young African Professionals of Nashville,135819732.0
245,19194894.0,Nashville Christian Technologists and Entrepreneurs,135819732.0
246,23398017.0,Nashville Artificial Intelligence Society,135819732.0
247,24906881.0,Brentwood Artificial Intelligence Meetup,135819732.0
248,1334499.0,Nashville 20/30 ish somethings,208414771.0
249,1694517.0,Girls Night Out Club!,208414771.0
250,1770788.0,CNL,208414771.0
251,3173762.0,Nashville Java Users' Group,208414771.0
252,9376702.0,Nashville Women Programmers,208414771.0
253,11625832.0,PyNash,208414771.0
254,16067522.0,Urban League Young Professionals of Middle Tennessee,208414771.0
255,16487812.0,Code for Nashville,208414771.0
256,17467312.0,NashMicro - The Nashville Microcontroller Makers Group,208414771.0
257,18955830.0,Eat Love Nash,208414771.0
258,19030621.0,"Lesbians in the Workplace, Nashville",208414771.0
259,19108156.0,Nashville Startup Founder 101,208414771.0
260,19740004.0,Takeover Nashville,208414771.0
261,19997487.0,Developer Launchpad Nashville,208414771.0
262,20267150.0,Girl Gone International Nashville,208414771.0
263,20571755.0,Nashville Bisexual Femme Meetup,208414771.0
264,21174496.0,20's & 30's Women looking for girlfriends,208414771.0
265,535553.0,Nash.rb,206481851.0
266,1358081.0,Nashville Online Business Strategy Meetup,206481851.0
267,1433893.0,NashvilleTech,206481851.0
268,1492619.0,Women's  Business Network,206481851.0
269,1671273.0,Skeleton Cru,206481851.0
270,1728035.0,WordPress Nashville,206481851.0
271,1787157.0,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",206481851.0
272,2237681.0,Sahaja Yoga Meditation - Nashville,206481851.0
273,6641192.0,Nashville Shambhala Meditation Group,206481851.0
274,7130232.0,Nashville Software Beginners,206481851.0
275,7836842.0,Nashville UX,206481851.0
276,9376702.0,Nashville Women Programmers,206481851.0
277,10016242.0,NashJS,206481851.0
278,10178242.0,Nashville Mobile Developers,206481851.0
279,11625832.0,PyNash,206481851.0
280,11862932.0,Nashville Linux Users Group,206481851.0
281,16354782.0,Meteor Nashville,206481851.0
282,16447162.0,Nash |> Elixir,206481851.0
283,16487812.0,Code for Nashville,206481851.0
284,16607822.0,Nashville Virtual Reality Meetup,206481851.0
285,18314164.0,NashBI,206481851.0
286,18414590.0,Women 'n' Wine of Nashville,206481851.0
287,18483128.0,Young African Professionals of Nashville,206481851.0
288,18494105.0,The Iron Yard - Nashville,206481851.0
289,18506072.0,20s in Nashville,206481851.0
290,18589616.0,Agile Nashville User Group,206481851.0
291,18616278.0,Franklin Developer Lunch & Learn,206481851.0
292,18779992.0,Nashville API Developers,206481851.0
293,18823274.0,Padmasambhava Buddhist Center - Nashville,206481851.0
294,18855476.0,Savvy Coders - Nashville,206481851.0
295,19030621.0,"Lesbians in the Workplace, Nashville",206481851.0
296,19108156.0,Nashville Startup Founder 101,206481851.0
297,19275797.0,Mindful Cyborgs Meditation,206481851.0
298,19556549.0,Inner Engineering Nashville (Isha Yoga & Meditation Classes),206481851.0
299,19621176.0,Fabulous to Fit,206481851.0
300,19654655.0,Nashville Music Programmers,206481851.0
301,19740004.0,Takeover Nashville,206481851.0
302,19822479.0,Nashville Entrepreneurs Network,206481851.0
303,19997487.0,Developer Launchpad Nashville,206481851.0
304,20025834.0,Nashville Social Media Enthusiasts,206481851.0
305,20065975.0,TwitchNashville,206481851.0
306,20164592.0,Kong/NASHVILLE,206481851.0
307,20186791.0,Free & Cheap Events,206481851.0
308,21148651.0,Nash SQL,206481851.0
309,21533726.0,State & Local Government Developers Network,206481851.0
310,7130232.0,Nashville Software Beginners,236437985.0
311,9376702.0,Nashville Women Programmers,236437985.0
312,10016242.0,NashJS,236437985.0
313,11625832.0,PyNash,236437985.0
314,16487812.0,Code for Nashville,236437985.0
315,18850080.0,NashReact,236437985.0
316,19997487.0,Developer Launchpad Nashville,236437985.0
317,24589748.0,Coder Dojo,236437985.0
318,168014.0,The Nashville Writers Meetup,133174012.0
319,535553.0,Nash.rb,133174012.0
320,1571167.0,Nashville Celtic Meetup Group,133174012.0
321,7130232.0,Nashville Software Beginners,133174012.0
322,11184352.0,Nashville Bitcoin Meetup,133174012.0
323,11625832.0,PyNash,133174012.0
324,12765472.0,Nashville Improv & Comedy Meetup,133174012.0
325,351080.0,Paranormal Society,9925060.0
326,1187715.0,What the Pho!,9925060.0
327,1334499.0,Nashville 20/30 ish somethings,9925060.0
328,6707902.0,Data Science Nashville,9925060.0
329,7138452.0,"Nashville Conda, R, Julia Users Group",9925060.0
330,7836842.0,Nashville UX,9925060.0
331,8771812.0,The Nashville Microsoft Azure Users Group,9925060.0
332,10016242.0,NashJS,9925060.0
333,10178242.0,Nashville Mobile Developers,9925060.0
334,10882202.0,Nashville MongoDB User Group,9925060.0
335,11625832.0,PyNash,9925060.0
336,14546632.0,Nashville Machine Learning Meetup,9925060.0
337,16477792.0,Nashville .NET User Group,9925060.0
338,17894222.0,Nashville Hadoop Users Group,9925060.0
339,19277993.0,Nashville DevOps Meetup,9925060.0
340,23398017.0,Nashville Artificial Intelligence Society,9925060.0
341,3214422.0,The SF Edtech Meetup by EdSurge,174027432.0
342,3720432.0,Angular Mountain View,174027432.0
343,11625832.0,PyNash,174027432.0
344,127119.0,PyAtl: Atlanta Python Programmers,110999952.0
345,3754632.0,Atl-Clj,110999952.0
346,4507652.0,PyLadiesATL,110999952.0
347,6129772.0,Rails Girls Atlanta,110999952.0
348,9117892.0,Women Who Code Atlanta,110999952.0
349,9376702.0,Nashville Women Programmers,110999952.0
350,10016242.0,NashJS,110999952.0
351,10078032.0,Chattanooga Python User Group,110999952.0
352,11625832.0,PyNash,110999952.0
353,16370642.0,Girl Develop It Atlanta,110999952.0
354,22608632.0,SupNashville: Customer Support and Success Meetup,110999952.0
355,6707902.0,Data Science Nashville,190415084.0
356,11625832.0,PyNash,190415084.0
357,14546632.0,Nashville Machine Learning Meetup,190415084.0
358,1457232.0,Volunteer Nashville,14474678.0
359,1618193.0,"Go, Wei qi, Baduk Club",14474678.0
360,1642477.0,"Movie Lovers:  New, Classic, and Foreign Films Meetup",14474678.0
361,11625832.0,PyNash,14474678.0
362,18180033.0,Nashville Chess and Chat Meetup,14474678.0
363,22222974.0,#Resist: Nashville,14474678.0
364,23018207.0,Nashville Philosophy Meetup,14474678.0
365,217795.0,Single in the City Live,11872972.0
366,255854.0,Nashville Locals,11872972.0
367,339011.0,Nashville Hiking Meetup,11872972.0
368,358337.0,"Nashville Social Crew! Dine, Hike, Photography, & More!",11872972.0
369,377617.0,The Music City Beer Society,11872972.0
370,510297.0,The Nashville Sushi Meetup Group,11872972.0
371,528705.0,Music City Wine Enthusiasts,11872972.0
372,754677.0,Great Smokies Hiking & Adventure Group,11872972.0
373,929402.0,Paddle Adventures Unlimited,11872972.0
374,968626.0,The Nashville New & Not-So-New In Town  Meetup,11872972.0
375,1187715.0,What the Pho!,11872972.0
376,1226140.0,"CONNECT Nashville! Over 2,600 Business Networkers",11872972.0
377,1360698.0,Nashville PHP User Group,11872972.0
378,1371991.0,The Joy of Dining Out with Friends Meetup,11872972.0
379,1431882.0,Nashville Outdoor Adventures Club,11872972.0
380,1433893.0,NashvilleTech,11872972.0
381,1585196.0,Tennessee Hiking Group,11872972.0
382,1642477.0,"Movie Lovers:  New, Classic, and Foreign Films Meetup",11872972.0
383,1660079.0,Music City Geeks,11872972.0
384,1665349.0,East Nashville Book Club,11872972.0
385,1787157.0,"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",11872972.0
386,1808866.0,"Art, Culture, Film and Literature Friends",11872972.0
387,1877261.0,Young Nashville Ice Breakers,11872972.0
388,2150491.0,Music City Singles,11872972.0
389,3260132.0,Nashville Social Singles,11872972.0
390,6190702.0,Fun Happenings Social Group-Nashvilles Most Fun Social Group,11872972.0
391,6707902.0,Data Science Nashville,11872972.0
392,7130232.0,Nashville Software Beginners,11872972.0
393,7138452.0,"Nashville Conda, R, Julia Users Group",11872972.0
394,7151442.0,Nashville Mobile .NET Developers,11872972.0
395,7700282.0,Tennessee Real Estate Investors Meetup,11872972.0
396,8771812.0,The Nashville Microsoft Azure Users Group,11872972.0
397,9452822.0,615 LOL (Live Out Loud),11872972.0
398,10178242.0,Nashville Mobile Developers,11872972.0
399,11625832.0,PyNash,11872972.0
400,13560402.0,Nashville Modern Excel & Power BI User Group,11872972.0
401,15297782.0,Nashville Product Meetup,11872972.0
402,16291092.0,Singles 30-50,11872972.0
403,16477792.0,Nashville .NET User Group,11872972.0
404,16487812.0,Code for Nashville,11872972.0
405,17404882.0,Nashville Singles 30s and 40s Meetup,11872972.0
406,17467312.0,NashMicro - The Nashville Microcontroller Makers Group,11872972.0
407,17894222.0,Nashville Hadoop Users Group,11872972.0
408,18286946.0,Dine and Unwind in East Nashville,11872972.0
409,18297014.0,Nashville Christian Singles,11872972.0
410,18314164.0,NashBI,11872972.0
411,18361585.0,Make Nashville Meetup,11872972.0
412,18494105.0,The Iron Yard - Nashville,11872972.0
413,18495240.0,Middle Tennessee Hiking Meetup,11872972.0
414,18549438.0,NashDash Dating!,11872972.0
415,18779992.0,Nashville API Developers,11872972.0
416,19194894.0,Nashville Christian Technologists and Entrepreneurs,11872972.0
417,19218850.0,Greater Nashville Healthcare Analytics,11872972.0
418,19997487.0,Developer Launchpad Nashville,11872972.0
419,20135961.0,20s/30s Nashville Online Dating Rebellion!,11872972.0
420,20810939.0,Rise and Grind Bootcamp,11872972.0
421,20947040.0,Nashville Blockchain Meetup,11872972.0
422,21845375.0,Nashville .... Get off the couch,11872972.0
423,24277119.0,Coed Social (late 20's & 30's),11872972.0
424,535553.0,Nash.rb,194095164.0
425,7130232.0,Nashville Software Beginners,194095164.0
426,10016242.0,NashJS,194095164.0
427,11625832.0,PyNash,194095164.0
428,16477792.0,Nashville .NET User Group,194095164.0
429,16487812.0,Code for Nashville,194095164.0
430,17686062.0,Williamson County Ruby Meetup,194095164.0
431,19218850.0,Greater Nashville Healthcare Analytics,194095164.0
432,19997487.0,Developer Launchpad Nashville,194095164.0
433,358337.0,"Nashville Social Crew! Dine, Hike, Photography, & More!",79288822.0
434,1360698.0,Nashville PHP User Group,79288822.0
435,1728035.0,WordPress Nashville,79288822.0
436,1770462.0,DC Tech Meetup,79288822.0
437,3173762.0,Nashville Java Users' Group,79288822.0
438,6190702.0,Fun Happenings Social Group-Nashvilles Most Fun Social Group,79288822.0
439,10016242.0,NashJS,79288822.0
440,10178242.0,Nashville Mobile Developers,79288822.0
441,10882202.0,Nashville MongoDB User Group,79288822.0
442,11625832.0,PyNash,79288822.0
443,16477792.0,Nashville .NET User Group,79288822.0
444,16487812.0,Code for Nashville,79288822.0
445,18589616.0,Agile Nashville User Group,79288822.0
446,18616278.0,Franklin Developer Lunch & Learn,79288822.0
447,18837102.0,Nashville Software Automation Professionals,79288822.0
448,1417288.0,"The Nashville Singer, Musician and Songwriter Meetup Group",206489575.0
449,4126912.0,Nashville Online Entrepreneurs,206489575.0
450,11625832.0,PyNash,206489575.0
451,18288648.0,Music Industry Forum- Who kNew Nashville,206489575.0
452,18494105.0,The Iron Yard - Nashville,206489575.0
453,18562307.0,Nashville Young Professionals Meetup,206489575.0
454,18573279.0,Advanced Audio + Applications Exchange (A3E) - Nashville,206489575.0
455,18767675.0,Nashville Music-Technology Group,206489575.0
456,19654655.0,Nashville Music Programmers,206489575.0
457,19959627.0,On Sundays We Brunch: Young Black Professionals,206489575.0
458,7130232.0,Nashville Software Beginners,237869773.0
459,10178242.0,Nashville Mobile Developers,237869773.0
460,11625832.0,PyNash,237869773.0
461,18974119.0,Nashville Science & Religion Meetup,237869773.0
462,19904711.0,NashSec,237869773.0
463,22817838.0,freeCodeCamp Nashville,237869773.0
464,25777628.0,Nashville SQL for Newbies,237869773.0
465,26000035.0,Nashville Freelance Creatives,237869773.0
466,6707902.0,Data Science Nashville,177977752.0
467,11625832.0,PyNash,177977752.0
468,16487812.0,Code for Nashville,177977752.0
469,6707902.0,Data Science Nashville,229856517.0
470,11625832.0,PyNash,229856517.0
471,14546632.0,Nashville Machine Learning Meetup,229856517.0
472,23398017.0,Nashville Artificial Intelligence Society,229856517.0
473,7138452.0,"Nashville Conda, R, Julia Users Group",185211112.0
474,11625832.0,PyNash,185211112.0
475,17894222.0,Nashville Hadoop Users Group,185211112.0
476,541319.0,The Nashville Songwriters Meetup Group,194494229.0
477,1671273.0,Skeleton Cru,194494229.0
478,1763190.0,Nashville Tennis Meetup,194494229.0
479,10016242.0,NashJS,194494229.0
480,11625832.0,PyNash,194494229.0
481,16487812.0,Code for Nashville,194494229.0
482,1360698.0,Nashville PHP User Group,13606604.0
483,3173762.0,Nashville Java Users' Group,13606604.0
484,6707902.0,Data Science Nashville,13606604.0
485,7130232.0,Nashville Software Beginners,13606604.0
486,7138452.0,"Nashville Conda, R, Julia Users Group",13606604.0
487,10016242.0,NashJS,13606604.0
488,10178242.0,Nashville Mobile Developers,13606604.0
489,11625832.0,PyNash,13606604.0
490,13993792.0,Nashville Grown-up Geeks,13606604.0
491,14546632.0,Nashville Machine Learning Meetup,13606604.0
492,16487812.0,Code for Nashville,13606604.0
493,16548342.0,Piano Music Lovers of Nashville,13606604.0
494,16877932.0,Nashville Lisp Sync,13606604.0
495,18314164.0,NashBI,13606604.0
496,18616278.0,Franklin Developer Lunch & Learn,13606604.0
497,18850080.0,NashReact,13606604.0
498,19249559.0,Climb Nashville Meetup,13606604.0
499,19654655.0,Nashville Music Programmers,13606604.0
500,19708553.0,Nashville Cooking Lessons Meetup,13606604.0
501,20150865.0,Hackster Hardware Meetup - Murfreesboro,13606604.0
502,21837219.0,All Things Angular,13606604.0
503,10016242.0,NashJS,182843052.0
504,11625832.0,PyNash,182843052.0
505,16354782.0,Meteor Nashville,182843052.0
506,16447162.0,Nash |> Elixir,182843052.0
507,16477792.0,Nashville .NET User Group,182843052.0
508,6707902.0,Data Science Nashville,72177052.0
509,7138452.0,"Nashville Conda, R, Julia Users Group",72177052.0
510,11625832.0,PyNash,72177052.0
511,14546632.0,Nashville Machine Learning Meetup,72177052.0
512,17872862.0,Nashville Amazon Web Services User Group,72177052.0
513,17894222.0,Nashville Hadoop Users Group,72177052.0
514,18665384.0,Nashville Big Data and Analytics Meetup,72177052.0
515,19218850.0,Greater Nashville Healthcare Analytics,72177052.0
516,19992350.0,Self Driving Car Tech - Nashville,72177052.0
517,21148651.0,Nash SQL,72177052.0
518,22782911.0,Fun Couples in Music City,72177052.0
519,23353167.0,Nashville Docker Meetup,72177052.0
520,23398017.0,Nashville Artificial Intelligence Society,72177052.0
521,11625832.0,PyNash,145371452.0
522,6707902.0,Data Science Nashville,208425479.0
523,7138452.0,"Nashville Conda, R, Julia Users Group",208425479.0
524,10016242.0,NashJS,208425479.0
525,11625832.0,PyNash,208425479.0
526,16487812.0,Code for Nashville,208425479.0
527,23353167.0,Nashville Docker Meetup,208425479.0
528,23398017.0,Nashville Artificial Intelligence Society,208425479.0
529,217795.0,Single in the City Live,191819003.0
530,1526075.0,Nashville Area Gamer Association - NAGA,191819003.0
531,1877261.0,Young Nashville Ice Breakers,191819003.0
532,3260132.0,Nashville Social Singles,191819003.0
533,7130232.0,Nashville Software Beginners,191819003.0
